asset_id,lbw,usable_row_count,train_row_count,val_row_count,train_start_timestamp,train_end_timestamp,val_start_timestamp,val_end_timestamp,train_start_timeline_index,train_end_timeline_index,val_start_timeline_index,val_end_timeline_index,split_rule
COCOA.c,252,463,416,47,2024-04-18T00:00:00,2025-12-11T00:00:00,2025-12-12T00:00:00,2026-02-20T00:00:00,313,728,729,775,floor_90_rest_10
COFFEE.c,252,463,416,47,2024-04-18T00:00:00,2025-12-11T00:00:00,2025-12-12T00:00:00,2026-02-20T00:00:00,313,728,729,775,floor_90_rest_10
CORN.c,252,415,373,42,2024-06-28T00:00:00,2025-12-19T00:00:00,2025-12-22T00:00:00,2026-02-23T00:00:00,313,685,686,727,floor_90_rest_10
SOYBEAN.c,252,328,295,33,2024-10-31T00:00:00,2026-01-05T00:00:00,2026-01-06T00:00:00,2026-02-23T00:00:00,313,607,608,640,floor_90_rest_10
WHEAT.c,252,418,376,42,2024-06-25T00:00:00,2025-12-19T00:00:00,2025-12-22T00:00:00,2026-02-23T00:00:00,313,688,689,730,floor_90_rest_10
GER40.cash,252,1628,1465,163,2019-10-11T00:00:00,2025-07-02T00:00:00,2025-07-03T00:00:00,2026-02-23T00:00:00,313,1777,1778,1940,floor_90_rest_10
UK100.cash,252,1802,1621,181,2019-01-10T00:00:00,2025-06-09T00:00:00,2025-06-10T00:00:00,2026-02-23T00:00:00,313,1933,1934,2114,floor_90_rest_10
US100.cash,252,1793,1613,180,2019-03-19T00:00:00,2025-06-12T00:00:00,2025-06-13T00:00:00,2026-02-23T00:00:00,313,1925,1926,2105,floor_90_rest_10
US30.cash,252,1486,1337,149,2020-05-26T00:00:00,2025-07-25T00:00:00,2025-07-28T00:00:00,2026-02-23T00:00:00,313,1649,1650,1798,floor_90_rest_10
US500.cash,252,1793,1613,180,2019-03-19T00:00:00,2025-06-12T00:00:00,2025-06-13T00:00:00,2026-02-23T00:00:00,313,1925,1926,2105,floor_90_rest_10
AUS200.cash,252,1467,1320,147,2020-05-29T00:00:00,2025-07-28T00:00:00,2025-07-29T00:00:00,2026-02-23T00:00:00,313,1632,1633,1779,floor_90_rest_10
EU50.cash,252,1762,1585,177,2019-03-26T00:00:00,2025-06-11T00:00:00,2025-06-12T00:00:00,2026-02-20T00:00:00,313,1897,1898,2074,floor_90_rest_10
FRA40.cash,252,1772,1594,178,2019-03-22T00:00:00,2025-06-12T00:00:00,2025-06-13T00:00:00,2026-02-20T00:00:00,313,1906,1907,2084,floor_90_rest_10
HK50.cash,252,1458,1312,146,2020-03-24T00:00:00,2025-07-21T00:00:00,2025-07-22T00:00:00,2026-02-23T00:00:00,313,1624,1625,1770,floor_90_rest_10
JP225.cash,252,1846,1661,185,2019-01-03T00:00:00,2025-06-05T00:00:00,2025-06-06T00:00:00,2026-02-23T00:00:00,313,1973,1974,2158,floor_90_rest_10
N25.cash,252,887,798,89,2022-01-31T00:00:00,2025-10-15T00:00:00,2025-10-16T00:00:00,2026-02-20T00:00:00,313,1110,1111,1199,floor_90_rest_10
SPN35.cash,252,1040,936,104,2022-01-28T00:00:00,2025-09-24T00:00:00,2025-09-25T00:00:00,2026-02-20T00:00:00,313,1248,1249,1352,floor_90_rest_10
UKOIL.cash,252,2226,2003,223,2017-07-10T00:00:00,2025-04-11T00:00:00,2025-04-14T00:00:00,2026-02-23T00:00:00,313,2315,2316,2538,floor_90_rest_10
US2000.cash,252,1774,1596,178,2019-04-12T00:00:00,2025-06-16T00:00:00,2025-06-17T00:00:00,2026-02-23T00:00:00,313,1908,1909,2086,floor_90_rest_10
USOIL.cash,252,1016,914,102,2022-03-17T00:00:00,2025-09-30T00:00:00,2025-10-01T00:00:00,2026-02-23T00:00:00,313,1226,1227,1328,floor_90_rest_10
DXY.cash,252,7,6,1,2026-02-13T00:00:00,2026-02-20T00:00:00,2026-02-23T00:00:00,2026-02-23T00:00:00,313,318,319,319,floor_90_rest_10
NATGAS.cash,252,31,27,4,2026-01-12T00:00:00,2026-02-17T00:00:00,2026-02-18T00:00:00,2026-02-23T00:00:00,313,339,340,343,floor_90_rest_10
ADAUSD,252,1310,1179,131,2022-07-20T00:00:00,2025-10-15T00:00:00,2025-10-16T00:00:00,2026-02-23T00:00:00,313,1491,1492,1622,floor_90_rest_10
AVAUSD,252,1662,1495,167,2021-08-01T00:00:00,2025-09-09T00:00:00,2025-09-10T00:00:00,2026-02-23T00:00:00,313,1807,1808,1974,floor_90_rest_10
BCHUSD,252,2759,2483,276,2018-07-31T00:00:00,2025-05-17T00:00:00,2025-05-18T00:00:00,2026-02-23T00:00:00,313,2795,2796,3071,floor_90_rest_10
BTCUSD,252,5028,4525,503,2012-02-06T00:00:00,2024-10-04T00:00:00,2024-10-05T00:00:00,2026-02-23T00:00:00,313,4837,4838,5340,floor_90_rest_10
DASHUSD,252,1605,1444,161,2021-09-26T00:00:00,2025-09-15T00:00:00,2025-09-16T00:00:00,2026-02-23T00:00:00,313,1756,1757,1917,floor_90_rest_10
DOTUSD,252,1310,1179,131,2022-07-20T00:00:00,2025-10-15T00:00:00,2025-10-16T00:00:00,2026-02-23T00:00:00,313,1491,1492,1622,floor_90_rest_10
ETCUSD,252,2759,2483,276,2018-07-31T00:00:00,2025-05-17T00:00:00,2025-05-18T00:00:00,2026-02-23T00:00:00,313,2795,2796,3071,floor_90_rest_10
ETHUSD,252,2957,2661,296,2017-03-13T00:00:00,2025-04-29T00:00:00,2025-04-30T00:00:00,2026-02-23T00:00:00,313,2973,2974,3269,floor_90_rest_10
LTCUSD,252,4775,4297,478,2012-12-04T00:00:00,2024-10-29T00:00:00,2024-10-30T00:00:00,2026-02-23T00:00:00,313,4609,4610,5087,floor_90_rest_10
XRPUSD,252,2901,2610,291,2017-12-24T00:00:00,2025-05-04T00:00:00,2025-05-05T00:00:00,2026-02-23T00:00:00,484,3093,3094,3384,floor_90_rest_10
AAVUSD,252,1560,1404,156,2021-11-11T00:00:00,2025-09-20T00:00:00,2025-09-21T00:00:00,2026-02-23T00:00:00,313,1716,1717,1872,floor_90_rest_10
ALGUSD,252,1845,1660,185,2021-01-24T00:00:00,2025-08-20T00:00:00,2025-08-21T00:00:00,2026-02-23T00:00:00,466,2126,2127,2311,floor_90_rest_10
BARUSD,252,1486,1337,149,2022-01-24T00:00:00,2025-09-27T00:00:00,2025-09-28T00:00:00,2026-02-23T00:00:00,313,1649,1650,1798,floor_90_rest_10
BNBUSD,252,2817,2535,282,2018-06-03T00:00:00,2025-05-11T00:00:00,2025-05-12T00:00:00,2026-02-23T00:00:00,313,2847,2848,3129,floor_90_rest_10
DOGEUSD,252,1310,1179,131,2022-07-20T00:00:00,2025-10-15T00:00:00,2025-10-16T00:00:00,2026-02-23T00:00:00,313,1491,1492,1622,floor_90_rest_10
FETUSD,252,311,279,32,2025-04-13T00:00:00,2026-01-22T00:00:00,2026-01-23T00:00:00,2026-02-23T00:00:00,313,591,592,623,floor_90_rest_10
GALUSD,252,1301,1170,131,2022-07-28T00:00:00,2025-10-15T00:00:00,2025-10-16T00:00:00,2026-02-23T00:00:00,313,1482,1483,1613,floor_90_rest_10
GRTUSD,252,1559,1403,156,2021-11-11T00:00:00,2025-09-20T00:00:00,2025-09-21T00:00:00,2026-02-23T00:00:00,313,1715,1716,1871,floor_90_rest_10
ICPUSD,252,311,279,32,2025-04-13T00:00:00,2026-01-22T00:00:00,2026-01-23T00:00:00,2026-02-23T00:00:00,313,591,592,623,floor_90_rest_10
IMXUSD,252,1187,1068,119,2022-11-19T00:00:00,2025-10-27T00:00:00,2025-10-28T00:00:00,2026-02-23T00:00:00,313,1380,1381,1499,floor_90_rest_10
LNKUSD,252,2325,2092,233,2018-07-31T00:00:00,2025-06-29T00:00:00,2025-06-30T00:00:00,2026-02-23T00:00:00,313,2838,2839,3071,floor_90_rest_10
MANUSD,252,1560,1404,156,2021-11-11T00:00:00,2025-09-20T00:00:00,2025-09-21T00:00:00,2026-02-23T00:00:00,313,1716,1717,1872,floor_90_rest_10
NEOUSD,252,2532,2278,254,2019-03-13T00:00:00,2025-06-10T00:00:00,2025-06-11T00:00:00,2026-02-23T00:00:00,313,2590,2591,2844,floor_90_rest_10
NERUSD,252,1641,1476,165,2021-08-22T00:00:00,2025-09-11T00:00:00,2025-09-12T00:00:00,2026-02-23T00:00:00,313,1788,1789,1953,floor_90_rest_10
SANUSD,252,1703,1532,171,2021-06-21T00:00:00,2025-09-04T00:00:00,2025-09-05T00:00:00,2026-02-23T00:00:00,313,1844,1845,2015,floor_90_rest_10
UNIUSD,252,1471,1323,148,2022-02-08T00:00:00,2025-09-28T00:00:00,2025-09-29T00:00:00,2026-02-23T00:00:00,313,1635,1636,1783,floor_90_rest_10
VECUSD,252,1876,1688,188,2020-12-30T00:00:00,2025-08-17T00:00:00,2025-08-18T00:00:00,2026-02-23T00:00:00,313,2000,2001,2188,floor_90_rest_10
XLMUSD,252,3105,2794,311,2017-08-11T00:00:00,2025-04-12T00:00:00,2025-04-13T00:00:00,2026-02-23T00:00:00,313,3106,3107,3417,floor_90_rest_10
XMRUSD,252,2808,2527,281,2018-06-04T00:00:00,2025-05-14T00:00:00,2025-05-15T00:00:00,2026-02-23T00:00:00,313,2839,2840,3120,floor_90_rest_10
XTZUSD,252,2166,1949,217,2020-02-29T00:00:00,2025-07-15T00:00:00,2025-07-16T00:00:00,2026-02-23T00:00:00,313,2261,2262,2478,floor_90_rest_10
AAPL,252,5017,4515,502,2008-06-03T00:00:00,2024-02-20T00:00:00,2024-02-21T00:00:00,2026-02-20T00:00:00,313,4827,4828,5329,floor_90_rest_10
AMZN,252,1401,1260,141,2020-07-27T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1572,1573,1713,floor_90_rest_10
BABA,252,1401,1260,141,2020-07-27T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1572,1573,1713,floor_90_rest_10
BAC,252,1401,1260,141,2020-07-27T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1572,1573,1713,floor_90_rest_10
GOOG,252,1401,1260,141,2020-07-27T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1572,1573,1713,floor_90_rest_10
META,252,1401,1260,141,2020-07-27T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1572,1573,1713,floor_90_rest_10
MSFT,252,5010,4509,501,2008-05-31T00:00:00,2024-02-21T00:00:00,2024-02-22T00:00:00,2026-02-20T00:00:00,313,4821,4822,5322,floor_90_rest_10
NFLX,252,1401,1260,141,2020-07-27T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1572,1573,1713,floor_90_rest_10
NVDA,252,1010,909,101,2022-02-10T00:00:00,2025-09-25T00:00:00,2025-09-26T00:00:00,2026-02-20T00:00:00,313,1221,1222,1322,floor_90_rest_10
PFE,252,1401,1260,141,2020-07-27T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1572,1573,1713,floor_90_rest_10
RACE,252,1401,1260,141,2020-07-27T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1572,1573,1713,floor_90_rest_10
T,252,1401,1260,141,2020-07-27T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1572,1573,1713,floor_90_rest_10
